customer,months,year,Gross_sales_Amount
"Atliq Exclusive",November,2017,564.31
"Atliq Exclusive",November,2017,521.31
"Atliq Exclusive",November,2017,620.89
"Atliq Exclusive",November,2017,710.55
"Atliq Exclusive",November,2017,749.96
"Atliq Exclusive",November,2017,188.10
"Atliq Exclusive",November,2017,173.77
"Atliq Exclusive",November,2017,206.96
"Atliq Exclusive",November,2017,236.85
"Atliq Exclusive",November,2017,249.99
"Atliq Exclusive",November,2017,940.52
"Atliq Exclusive",November,2017,868.84
"Atliq Exclusive",November,2017,1034.82
"Atliq Exclusive",November,2017,1184.24
"Atliq Exclusive",November,2017,1249.93
"Atliq Exclusive",November,2017,188.10
"Atliq Exclusive",November,2017,173.77
"Atliq Exclusive",November,2017,206.96
"Atliq Exclusive",November,2017,236.85
"Atliq Exclusive",November,2017,249.99
"Atliq Exclusive",November,2017,940.52
"Atliq Exclusive",November,2017,868.84
"Atliq Exclusive",November,2017,1034.82
"Atliq Exclusive",November,2017,1184.24
"Atliq Exclusive",November,2017,1249.93
"Atliq Exclusive",November,2017,2842.08
"Atliq Exclusive",November,2017,2756.82
"Atliq Exclusive",November,2017,2934.01
"Atliq Exclusive",November,2017,3017.35
"Atliq Exclusive",November,2017,3222.83
"Atliq Exclusive",November,2017,655.86
"Atliq Exclusive",November,2017,636.19
"Atliq Exclusive",November,2017,677.08
"Atliq Exclusive",November,2017,696.31
"Atliq Exclusive",November,2017,743.73
"Atliq Exclusive",November,2017,437.24
"Atliq Exclusive",November,2017,424.13
"Atliq Exclusive",November,2017,451.39
"Atliq Exclusive",November,2017,464.21
"Atliq Exclusive",November,2017,495.82
"Atliq Exclusive",November,2017,1093.11
"Atliq Exclusive",November,2017,1060.32
"Atliq Exclusive",November,2017,1128.47
"Atliq Exclusive",November,2017,1160.52
"Atliq Exclusive",November,2017,1239.55
"Atliq Exclusive",November,2017,655.86
"Atliq Exclusive",November,2017,636.19
"Atliq Exclusive",November,2017,677.08
"Atliq Exclusive",November,2017,696.31
"Atliq Exclusive",November,2017,743.73
"Atliq Exclusive",November,2017,1311.73
"Atliq Exclusive",November,2017,1272.38
"Atliq Exclusive",November,2017,1354.16
"Atliq Exclusive",November,2017,1392.62
"Atliq Exclusive",November,2017,1487.46
"Atliq Exclusive",November,2017,2186.22
"Atliq Exclusive",November,2017,2120.63
"Atliq Exclusive",November,2017,2256.93
"Atliq Exclusive",November,2017,2321.04
"Atliq Exclusive",November,2017,2479.10
"Atliq Exclusive",November,2017,2384.16
"Atliq Exclusive",November,2017,2241.43
"Atliq Exclusive",November,2017,2655.45
"Atliq Exclusive",November,2017,2641.54
"Atliq Exclusive",November,2017,2744.41
"Atliq Exclusive",November,2017,1083.71
"Atliq Exclusive",November,2017,1018.83
"Atliq Exclusive",November,2017,1207.02
"Atliq Exclusive",November,2017,1200.70
"Atliq Exclusive",November,2017,1247.46
"Atliq Exclusive",November,2017,433.48
"Atliq Exclusive",November,2017,407.53
"Atliq Exclusive",November,2017,482.81
"Atliq Exclusive",November,2017,480.28
"Atliq Exclusive",November,2017,498.98
"Atliq Exclusive",November,2017,1300.45
"Atliq Exclusive",November,2017,1222.60
"Atliq Exclusive",November,2017,1448.43
"Atliq Exclusive",November,2017,1440.84
"Atliq Exclusive",November,2017,1496.95
"Atliq Exclusive",November,2017,433.48
"Atliq Exclusive",November,2017,407.53
"Atliq Exclusive",November,2017,482.81
"Atliq Exclusive",November,2017,480.28
"Atliq Exclusive",November,2017,498.98
"Atliq Exclusive",November,2017,216.74
"Atliq Exclusive",November,2017,203.77
"Atliq Exclusive",November,2017,241.40
"Atliq Exclusive",November,2017,240.14
"Atliq Exclusive",November,2017,249.49
"Atliq Exclusive",November,2017,2167.42
"Atliq Exclusive",November,2017,2037.66
"Atliq Exclusive",November,2017,2414.05
"Atliq Exclusive",November,2017,2401.40
"Atliq Exclusive",November,2017,2494.91
"Atliq Exclusive",November,2017,2384.16
"Atliq Exclusive",November,2017,2241.43
"Atliq Exclusive",November,2017,2655.45
"Atliq Exclusive",November,2017,2641.54
"Atliq Exclusive",November,2017,2744.41
"Atliq Exclusive",November,2017,4353.75
"Atliq Exclusive",November,2017,4252.98
"Atliq Exclusive",November,2017,4968.63
"Atliq Exclusive",November,2017,5030.32
"Atliq Exclusive",November,2017,5448.01
"Atliq Exclusive",November,2017,1088.44
"Atliq Exclusive",November,2017,1063.25
"Atliq Exclusive",November,2017,1242.16
"Atliq Exclusive",November,2017,1257.58
"Atliq Exclusive",November,2017,1362.00
"Atliq Exclusive",November,2017,362.81
"Atliq Exclusive",November,2017,354.42
"Atliq Exclusive",November,2017,414.05
"Atliq Exclusive",November,2017,419.19
"Atliq Exclusive",November,2017,454.00
"Atliq Exclusive",November,2017,1088.44
"Atliq Exclusive",November,2017,1063.25
"Atliq Exclusive",November,2017,1242.16
"Atliq Exclusive",November,2017,1257.58
"Atliq Exclusive",November,2017,1362.00
"Atliq Exclusive",November,2017,1088.44
"Atliq Exclusive",November,2017,1063.25
"Atliq Exclusive",November,2017,1242.16
"Atliq Exclusive",November,2017,1257.58
"Atliq Exclusive",November,2017,1362.00
"Atliq Exclusive",November,2017,1814.06
"Atliq Exclusive",November,2017,1772.08
"Atliq Exclusive",November,2017,2070.26
"Atliq Exclusive",November,2017,2095.97
"Atliq Exclusive",November,2017,2270.00
"Atliq Exclusive",November,2017,362.81
"Atliq Exclusive",November,2017,354.42
"Atliq Exclusive",November,2017,414.05
"Atliq Exclusive",November,2017,419.19
"Atliq Exclusive",November,2017,454.00
"Atliq Exclusive",November,2017,4716.56
"Atliq Exclusive",November,2017,4607.40
"Atliq Exclusive",November,2017,5382.69
"Atliq Exclusive",November,2017,5449.52
"Atliq Exclusive",November,2017,5902.01
"Atliq Exclusive",November,2017,6047.93
"Atliq Exclusive",November,2017,5737.40
"Atliq Exclusive",November,2017,6572.52
"Atliq Exclusive",November,2017,7223.81
"Atliq Exclusive",November,2017,7815.40
"Atliq Exclusive",November,2017,1889.98
"Atliq Exclusive",November,2017,1792.94
"Atliq Exclusive",November,2017,2053.91
"Atliq Exclusive",November,2017,2257.44
"Atliq Exclusive",November,2017,2442.31
"Atliq Exclusive",November,2017,755.99
"Atliq Exclusive",November,2017,717.18
"Atliq Exclusive",November,2017,821.57
"Atliq Exclusive",November,2017,902.98
"Atliq Exclusive",November,2017,976.92
"Atliq Exclusive",November,2017,1511.98
"Atliq Exclusive",November,2017,1434.35
"Atliq Exclusive",November,2017,1643.13
"Atliq Exclusive",November,2017,1805.95
"Atliq Exclusive",November,2017,1953.85
"Atliq Exclusive",November,2017,755.99
"Atliq Exclusive",November,2017,717.18
"Atliq Exclusive",November,2017,821.57
"Atliq Exclusive",November,2017,902.98
"Atliq Exclusive",November,2017,976.92
"Atliq Exclusive",November,2017,2267.97
"Atliq Exclusive",November,2017,2151.53
"Atliq Exclusive",November,2017,2464.70
"Atliq Exclusive",November,2017,2708.93
"Atliq Exclusive",November,2017,2930.77
"Atliq Exclusive",November,2017,378.00
"Atliq Exclusive",November,2017,358.59
"Atliq Exclusive",November,2017,410.78
"Atliq Exclusive",November,2017,451.49
"Atliq Exclusive",November,2017,488.46
"Atliq Exclusive",November,2017,4913.95
"Atliq Exclusive",November,2017,4661.64
"Atliq Exclusive",November,2017,5340.17
"Atliq Exclusive",November,2017,5869.35
"Atliq Exclusive",November,2017,6350.01
"Atliq Exclusive",November,2017,1530.11
"Atliq Exclusive",November,2017,1454.63
"Atliq Exclusive",November,2017,1618.20
"Atliq Exclusive",November,2017,1712.58
"Atliq Exclusive",November,2017,1911.59
"Atliq Exclusive",November,2017,765.06
"Atliq Exclusive",November,2017,727.31
"Atliq Exclusive",November,2017,809.10
"Atliq Exclusive",November,2017,856.29
"Atliq Exclusive",November,2017,955.80
"Atliq Exclusive",November,2017,382.53
"Atliq Exclusive",November,2017,363.66
"Atliq Exclusive",November,2017,404.55
"Atliq Exclusive",November,2017,428.15
"Atliq Exclusive",November,2017,477.90
"Atliq Exclusive",November,2017,765.06
"Atliq Exclusive",November,2017,727.31
"Atliq Exclusive",November,2017,809.10
"Atliq Exclusive",November,2017,856.29
"Atliq Exclusive",November,2017,955.80
"Atliq Exclusive",November,2017,1147.58
"Atliq Exclusive",November,2017,1090.97
"Atliq Exclusive",November,2017,1213.65
"Atliq Exclusive",November,2017,1284.44
"Atliq Exclusive",November,2017,1433.69
"Atliq Exclusive",November,2017,2295.17
"Atliq Exclusive",November,2017,2181.94
"Atliq Exclusive",November,2017,2427.30
"Atliq Exclusive",November,2017,2568.87
"Atliq Exclusive",November,2017,2867.39
"Atliq Exclusive",November,2017,4590.34
"Atliq Exclusive",November,2017,4363.88
"Atliq Exclusive",November,2017,4854.60
"Atliq Exclusive",November,2017,5137.74
"Atliq Exclusive",November,2017,5734.77
"Atliq Exclusive",November,2017,3666.67
"Atliq Exclusive",November,2017,3433.31
"Atliq Exclusive",November,2017,3984.97
"Atliq Exclusive",November,2017,4142.52
"Atliq Exclusive",November,2017,4095.49
"Atliq Exclusive",November,2017,2037.04
"Atliq Exclusive",November,2017,1907.40
"Atliq Exclusive",November,2017,2213.87
"Atliq Exclusive",November,2017,2301.40
"Atliq Exclusive",November,2017,2275.27
"Atliq Exclusive",November,2017,407.41
"Atliq Exclusive",November,2017,381.48
"Atliq Exclusive",November,2017,442.77
"Atliq Exclusive",November,2017,460.28
"Atliq Exclusive",November,2017,455.05
"Atliq Exclusive",November,2017,1629.63
"Atliq Exclusive",November,2017,1525.92
"Atliq Exclusive",November,2017,1771.10
"Atliq Exclusive",November,2017,1841.12
"Atliq Exclusive",November,2017,1820.22
"Atliq Exclusive",November,2017,1222.22
"Atliq Exclusive",November,2017,1144.44
"Atliq Exclusive",November,2017,1328.32
"Atliq Exclusive",November,2017,1380.84
"Atliq Exclusive",November,2017,1365.16
"Atliq Exclusive",November,2017,2037.04
"Atliq Exclusive",November,2017,1907.40
"Atliq Exclusive",November,2017,2213.87
"Atliq Exclusive",November,2017,2301.40
"Atliq Exclusive",November,2017,2275.27
"Atliq Exclusive",November,2017,407.41
"Atliq Exclusive",November,2017,381.48
"Atliq Exclusive",November,2017,442.77
"Atliq Exclusive",November,2017,460.28
"Atliq Exclusive",November,2017,455.05
"Atliq Exclusive",November,2017,4074.08
"Atliq Exclusive",November,2017,3814.79
"Atliq Exclusive",November,2017,4427.75
"Atliq Exclusive",November,2017,4602.81
"Atliq Exclusive",November,2017,4550.55
"Atliq Exclusive",November,2017,1977.89
"Atliq Exclusive",November,2017,1840.21
"Atliq Exclusive",November,2017,2242.17
"Atliq Exclusive",November,2017,2258.52
"Atliq Exclusive",November,2017,2315.79
"Atliq Exclusive",November,2017,1582.31
"Atliq Exclusive",November,2017,1472.16
"Atliq Exclusive",November,2017,1793.74
"Atliq Exclusive",November,2017,1806.82
"Atliq Exclusive",November,2017,1852.63
"Atliq Exclusive",November,2017,791.16
"Atliq Exclusive",November,2017,736.08
"Atliq Exclusive",November,2017,896.87
"Atliq Exclusive",November,2017,903.41
"Atliq Exclusive",November,2017,926.31
"Atliq Exclusive",November,2017,395.58
"Atliq Exclusive",November,2017,368.04
"Atliq Exclusive",November,2017,448.43
"Atliq Exclusive",November,2017,451.70
"Atliq Exclusive",November,2017,463.16
"Atliq Exclusive",November,2017,791.16
"Atliq Exclusive",November,2017,736.08
"Atliq Exclusive",November,2017,896.87
"Atliq Exclusive",November,2017,903.41
"Atliq Exclusive",November,2017,926.31
"Atliq Exclusive",November,2017,395.58
"Atliq Exclusive",November,2017,368.04
"Atliq Exclusive",November,2017,448.43
"Atliq Exclusive",November,2017,451.70
"Atliq Exclusive",November,2017,463.16
"Atliq Exclusive",November,2017,1977.89
"Atliq Exclusive",November,2017,1840.21
"Atliq Exclusive",November,2017,2242.17
"Atliq Exclusive",November,2017,2258.52
"Atliq Exclusive",November,2017,2315.79
"Atliq Exclusive",November,2017,395.58
"Atliq Exclusive",November,2017,368.04
"Atliq Exclusive",November,2017,448.43
"Atliq Exclusive",November,2017,451.70
"Atliq Exclusive",November,2017,463.16
"Atliq Exclusive",November,2017,3955.79
"Atliq Exclusive",November,2017,3680.41
"Atliq Exclusive",November,2017,4484.34
"Atliq Exclusive",November,2017,4517.05
"Atliq Exclusive",November,2017,4631.57
"Atliq Exclusive",November,2017,2891.76
"Atliq Exclusive",November,2017,2889.31
"Atliq Exclusive",November,2017,3221.48
"Atliq Exclusive",November,2017,3237.90
"Atliq Exclusive",November,2017,3069.23
"Atliq Exclusive",November,2017,826.22
"Atliq Exclusive",November,2017,825.52
"Atliq Exclusive",November,2017,920.42
"Atliq Exclusive",November,2017,925.11
"Atliq Exclusive",November,2017,876.92
"Atliq Exclusive",November,2017,826.22
"Atliq Exclusive",November,2017,825.52
"Atliq Exclusive",November,2017,920.42
"Atliq Exclusive",November,2017,925.11
"Atliq Exclusive",November,2017,876.92
"Atliq Exclusive",November,2017,826.22
"Atliq Exclusive",November,2017,825.52
"Atliq Exclusive",November,2017,920.42
"Atliq Exclusive",November,2017,925.11
"Atliq Exclusive",November,2017,876.92
"Atliq Exclusive",November,2017,413.11
"Atliq Exclusive",November,2017,412.76
"Atliq Exclusive",November,2017,460.21
"Atliq Exclusive",November,2017,462.56
"Atliq Exclusive",November,2017,438.46
"Atliq Exclusive",November,2017,2891.76
"Atliq Exclusive",November,2017,2889.31
"Atliq Exclusive",November,2017,3221.48
"Atliq Exclusive",November,2017,3237.90
"Atliq Exclusive",November,2017,3069.23
"Atliq Exclusive",November,2017,5783.52
"Atliq Exclusive",November,2017,5778.61
"Atliq Exclusive",November,2017,6442.97
"Atliq Exclusive",November,2017,6475.80
"Atliq Exclusive",November,2017,6138.46
"Atliq Exclusive",November,2017,2458.63
"Atliq Exclusive",November,2017,2229.79
"Atliq Exclusive",November,2017,2579.48
"Atliq Exclusive",November,2017,2712.85
"Atliq Exclusive",November,2017,2859.20
"Atliq Exclusive",November,2017,1639.09
"Atliq Exclusive",November,2017,1486.53
"Atliq Exclusive",November,2017,1719.66
"Atliq Exclusive",November,2017,1808.57
"Atliq Exclusive",November,2017,1906.14
"Atliq Exclusive",November,2017,409.77
"Atliq Exclusive",November,2017,371.63
"Atliq Exclusive",November,2017,429.91
"Atliq Exclusive",November,2017,452.14
"Atliq Exclusive",November,2017,476.53
"Atliq Exclusive",November,2017,1639.09
"Atliq Exclusive",November,2017,1486.53
"Atliq Exclusive",November,2017,1719.66
"Atliq Exclusive",November,2017,1808.57
"Atliq Exclusive",November,2017,1906.14
"Atliq Exclusive",November,2017,819.54
"Atliq Exclusive",November,2017,743.26
"Atliq Exclusive",November,2017,859.83
"Atliq Exclusive",November,2017,904.28
"Atliq Exclusive",November,2017,953.07
"Atliq Exclusive",November,2017,409.77
"Atliq Exclusive",November,2017,371.63
"Atliq Exclusive",November,2017,429.91
"Atliq Exclusive",November,2017,452.14
"Atliq Exclusive",November,2017,476.53
"Atliq Exclusive",November,2017,2868.40
"Atliq Exclusive",November,2017,2601.42
"Atliq Exclusive",November,2017,3009.40
"Atliq Exclusive",November,2017,3164.99
"Atliq Exclusive",November,2017,3335.74
"Atliq Exclusive",November,2017,1639.09
"Atliq Exclusive",November,2017,1486.53
"Atliq Exclusive",November,2017,1719.66
"Atliq Exclusive",November,2017,1808.57
"Atliq Exclusive",November,2017,1906.14
"Atliq Exclusive",November,2017,4289.85
"Atliq Exclusive",November,2017,4009.72
"Atliq Exclusive",November,2017,4662.86
"Atliq Exclusive",November,2017,4925.07
"Atliq Exclusive",November,2017,5384.34
"Atliq Exclusive",November,2017,1169.96
"Atliq Exclusive",November,2017,1093.56
"Atliq Exclusive",November,2017,1271.69
"Atliq Exclusive",November,2017,1343.20
"Atliq Exclusive",November,2017,1468.46
"Atliq Exclusive",November,2017,389.99
"Atliq Exclusive",November,2017,364.52
"Atliq Exclusive",November,2017,423.90
"Atliq Exclusive",November,2017,447.73
"Atliq Exclusive",November,2017,489.49
"Atliq Exclusive",November,2017,1559.95
"Atliq Exclusive",November,2017,1458.08
"Atliq Exclusive",November,2017,1695.58
"Atliq Exclusive",November,2017,1790.93
"Atliq Exclusive",November,2017,1957.94
"Atliq Exclusive",November,2017,389.99
"Atliq Exclusive",November,2017,364.52
"Atliq Exclusive",November,2017,423.90
"Atliq Exclusive",November,2017,447.73
"Atliq Exclusive",November,2017,489.49
"Atliq Exclusive",November,2017,389.99
"Atliq Exclusive",November,2017,364.52
"Atliq Exclusive",November,2017,423.90
"Atliq Exclusive",November,2017,447.73
"Atliq Exclusive",November,2017,489.49
"Atliq Exclusive",November,2017,1169.96
"Atliq Exclusive",November,2017,1093.56
"Atliq Exclusive",November,2017,1271.69
"Atliq Exclusive",November,2017,1343.20
"Atliq Exclusive",November,2017,1468.46
"Atliq Exclusive",November,2017,6629.77
"Atliq Exclusive",November,2017,6196.85
"Atliq Exclusive",November,2017,7206.24
"Atliq Exclusive",November,2017,7611.47
"Atliq Exclusive",November,2017,8321.26
"Atliq Exclusive",November,2017,503.21
"Atliq Exclusive",November,2017,488.66
"Atliq Exclusive",November,2017,564.62
"Atliq Exclusive",November,2017,492.16
"Atliq Exclusive",November,2017,469.60
"Atliq Exclusive",November,2017,527.01
"Atliq Exclusive",November,2017,492.16
"Atliq Exclusive",November,2017,469.60
"Atliq Exclusive",November,2017,527.01
"Atliq Exclusive",November,2017,471.85
"Atliq Exclusive",November,2017,459.98
"Atliq Exclusive",November,2017,514.37
"Atliq Exclusive",November,2017,584.97
"Atliq Exclusive",November,2017,588.56
"Atliq Exclusive",November,2017,471.85
"Atliq Exclusive",November,2017,459.98
"Atliq Exclusive",November,2017,514.37
"Atliq Exclusive",November,2017,584.97
"Atliq Exclusive",November,2017,588.56
"Atliq Exclusive",November,2017,496.91
"Atliq Exclusive",November,2017,478.56
"Atliq Exclusive",November,2017,521.96
"Atliq Exclusive",November,2017,586.38
"Atliq Exclusive",November,2017,594.99
"Atliq Exclusive",November,2017,518.97
"Atliq Exclusive",November,2017,503.89
"Atliq Exclusive",November,2017,545.09
"Atliq Exclusive",November,2017,551.33
"Atliq Exclusive",November,2017,601.64
"Atliq Exclusive",November,2017,501.90
"Atliq Exclusive",November,2017,461.65
"Atliq Exclusive",November,2017,520.42
"Atliq Exclusive",November,2017,565.87
"Atliq Exclusive",November,2017,580.13
"Atliq Exclusive",November,2017,501.90
"Atliq Exclusive",November,2017,461.65
"Atliq Exclusive",November,2017,520.42
"Atliq Exclusive",November,2017,565.87
"Atliq Exclusive",November,2017,580.13
"Atliq Exclusive",November,2017,508.50
"Atliq Exclusive",November,2017,458.26
"Atliq Exclusive",November,2017,555.72
"Atliq Exclusive",November,2017,579.66
"Atliq Exclusive",November,2017,579.78
"Atliq Exclusive",November,2017,508.50
"Atliq Exclusive",November,2017,458.26
"Atliq Exclusive",November,2017,555.72
"Atliq Exclusive",November,2017,579.66
"Atliq Exclusive",November,2017,579.78
"Atliq Exclusive",November,2017,476.72
"Atliq Exclusive",November,2017,449.72
"Atliq Exclusive",November,2017,556.88
"Atliq Exclusive",November,2017,585.00
"Atliq Exclusive",November,2017,611.73
"Atliq Exclusive",November,2017,476.72
"Atliq Exclusive",November,2017,449.72
"Atliq Exclusive",November,2017,556.88
"Atliq Exclusive",November,2017,585.00
"Atliq Exclusive",November,2017,611.73
"Atliq Exclusive",November,2017,508.19
"Atliq Exclusive",November,2017,488.08
"Atliq Exclusive",November,2017,551.10
"Atliq Exclusive",November,2017,567.93
"Atliq Exclusive",November,2017,591.99
"Atliq Exclusive",November,2017,513.41
"Atliq Exclusive",November,2017,454.29
"Atliq Exclusive",November,2017,554.63
"Atliq Exclusive",November,2017,595.57
"Atliq Exclusive",November,2017,643.48
"Atliq Exclusive",November,2017,528.34
"Atliq Exclusive",November,2017,473.18
"Atliq Exclusive",November,2017,573.77
"Atliq Exclusive",November,2017,602.92
"Atliq Exclusive",November,2017,642.85
"Atliq Exclusive",November,2017,528.34
"Atliq Exclusive",November,2017,473.18
"Atliq Exclusive",November,2017,573.77
"Atliq Exclusive",November,2017,602.92
"Atliq Exclusive",November,2017,642.85
"Atliq Exclusive",November,2017,531.85
"Atliq Exclusive",November,2017,485.08
"Atliq Exclusive",November,2017,591.86
"Atliq Exclusive",November,2017,570.76
"Atliq Exclusive",November,2017,605.15
"Atliq Exclusive",November,2017,531.85
"Atliq Exclusive",November,2017,485.08
"Atliq Exclusive",November,2017,591.86
"Atliq Exclusive",November,2017,570.76
"Atliq Exclusive",November,2017,605.15
"Atliq Exclusive",November,2017,9135.02
"Atliq Exclusive",November,2017,8437.00
"Atliq Exclusive",November,2017,9481.16
"Atliq Exclusive",November,2017,9407.12
"Atliq Exclusive",November,2017,858.06
"Atliq Exclusive",November,2017,792.49
"Atliq Exclusive",November,2017,890.57
"Atliq Exclusive",November,2017,883.62
"Atliq Exclusive",November,2017,1188.08
"Atliq Exclusive",November,2017,1097.30
"Atliq Exclusive",November,2017,1233.10
"Atliq Exclusive",November,2017,1223.47
"Atliq Exclusive",November,2017,1452.10
"Atliq Exclusive",November,2017,1341.14
"Atliq Exclusive",November,2017,1507.12
"Atliq Exclusive",November,2017,1495.35
"Atliq Exclusive",November,2017,620.44
"Atliq Exclusive",November,2017,573.03
"Atliq Exclusive",November,2017,643.95
"Atliq Exclusive",November,2017,638.92
"Atliq Exclusive",November,2017,132.01
"Atliq Exclusive",November,2017,121.92
"Atliq Exclusive",November,2017,137.01
"Atliq Exclusive",November,2017,135.94
"Atliq Exclusive",November,2017,224.42
"Atliq Exclusive",November,2017,207.27
"Atliq Exclusive",November,2017,232.92
"Atliq Exclusive",November,2017,231.10
"Atliq Exclusive",November,2017,5927.20
"Atliq Exclusive",November,2017,5474.30
"Atliq Exclusive",November,2017,6151.79
"Atliq Exclusive",November,2017,6103.75
"Atliq Exclusive",November,2017,686.45
"Atliq Exclusive",November,2017,633.99
"Atliq Exclusive",November,2017,712.46
"Atliq Exclusive",November,2017,706.89
"Atliq Exclusive",November,2017,6244.03
"Atliq Exclusive",November,2017,5766.91
"Atliq Exclusive",November,2017,6480.62
"Atliq Exclusive",November,2017,6430.01
"Atliq Exclusive",November,2017,5722.82
"Atliq Exclusive",November,2017,5501.73
"Atliq Exclusive",November,2017,5757.01
"Atliq Exclusive",November,2017,6083.99
"Atliq Exclusive",November,2017,975.32
"Atliq Exclusive",November,2017,937.64
"Atliq Exclusive",November,2017,981.14
"Atliq Exclusive",November,2017,1036.87
"Atliq Exclusive",November,2017,1333.89
"Atliq Exclusive",November,2017,1282.36
"Atliq Exclusive",November,2017,1341.86
"Atliq Exclusive",November,2017,1418.07
"Atliq Exclusive",November,2017,1090.06
"Atliq Exclusive",November,2017,1047.95
"Atliq Exclusive",November,2017,1096.57
"Atliq Exclusive",November,2017,1158.86
"Atliq Exclusive",November,2017,1434.29
"Atliq Exclusive",November,2017,1378.88
"Atliq Exclusive",November,2017,1442.86
"Atliq Exclusive",November,2017,1524.81
"Atliq Exclusive",November,2017,200.80
"Atliq Exclusive",November,2017,193.04
"Atliq Exclusive",November,2017,202.00
"Atliq Exclusive",November,2017,213.47
"Atliq Exclusive",November,2017,172.11
"Atliq Exclusive",November,2017,165.47
"Atliq Exclusive",November,2017,173.14
"Atliq Exclusive",November,2017,182.98
"Atliq Exclusive",November,2017,4073.38
"Atliq Exclusive",November,2017,3916.02
"Atliq Exclusive",November,2017,4097.72
"Atliq Exclusive",November,2017,4330.46
"Atliq Exclusive",November,2017,659.77
"Atliq Exclusive",November,2017,634.28
"Atliq Exclusive",November,2017,663.72
"Atliq Exclusive",November,2017,701.41
"Atliq Exclusive",November,2017,10226.49
"Atliq Exclusive",November,2017,9831.41
"Atliq Exclusive",November,2017,10287.59
"Atliq Exclusive",November,2017,10871.90
"Atliq Exclusive",November,2017,14757.24
"Atliq Exclusive",November,2017,13326.49
"Atliq Exclusive",November,2017,14879.35
"Atliq Exclusive",November,2017,16882.91
"Atliq Exclusive",November,2017,12993.64
"Atliq Exclusive",November,2017,11733.87
"Atliq Exclusive",November,2017,13101.15
"Atliq Exclusive",November,2017,14865.27
"Atliq Exclusive",November,2017,4927.73
"Atliq Exclusive",November,2017,4449.97
"Atliq Exclusive",November,2017,4968.50
"Atliq Exclusive",November,2017,5637.53
"Atliq Exclusive",November,2017,3345.67
"Atliq Exclusive",November,2017,3021.30
"Atliq Exclusive",November,2017,3373.35
"Atliq Exclusive",November,2017,3827.58
"Atliq Exclusive",November,2017,3708.76
"Atliq Exclusive",November,2017,3349.19
"Atliq Exclusive",November,2017,3739.45
"Atliq Exclusive",November,2017,4242.98
"Atliq Exclusive",November,2017,1737.67
"Atliq Exclusive",November,2017,1569.20
"Atliq Exclusive",November,2017,1752.05
"Atliq Exclusive",November,2017,1987.97
"Atliq Exclusive",November,2017,363.10
"Atliq Exclusive",November,2017,327.89
"Atliq Exclusive",November,2017,366.10
"Atliq Exclusive",November,2017,415.40
"Atliq Exclusive",November,2017,12760.22
"Atliq Exclusive",November,2017,11523.08
"Atliq Exclusive",November,2017,12865.80
"Atliq Exclusive",November,2017,14598.23
"Atliq Exclusive",November,2017,1633.93
"Atliq Exclusive",November,2017,1475.52
"Atliq Exclusive",November,2017,1647.45
"Atliq Exclusive",November,2017,1869.29
"Atliq Exclusive",November,2017,11281.90
"Atliq Exclusive",November,2017,10188.09
"Atliq Exclusive",November,2017,11375.25
"Atliq Exclusive",November,2017,12906.97
"Atliq Exclusive",December,2017,815.95
"Atliq Exclusive",December,2017,765.28
"Atliq Exclusive",December,2017,860.31
"Atliq Exclusive",December,2017,1010.04
"Atliq Exclusive",December,2017,369.48
"Atliq Exclusive",December,2017,346.54
"Atliq Exclusive",December,2017,389.58
"Atliq Exclusive",December,2017,457.38
"Atliq Exclusive",December,2017,123.16
"Atliq Exclusive",December,2017,115.51
"Atliq Exclusive",December,2017,129.86
"Atliq Exclusive",December,2017,152.46
"Atliq Exclusive",December,2017,661.99
"Atliq Exclusive",December,2017,620.89
"Atliq Exclusive",December,2017,697.99
"Atliq Exclusive",December,2017,819.46
"Atliq Exclusive",December,2017,646.39
"Atliq Exclusive",December,2017,612.46
"Atliq Exclusive",December,2017,655.30
"Atliq Exclusive",December,2017,708.06
"Atliq Exclusive",December,2017,587.63
"Atliq Exclusive",December,2017,556.79
"Atliq Exclusive",December,2017,595.73
"Atliq Exclusive",December,2017,643.70
"Atliq Exclusive",December,2017,39.18
"Atliq Exclusive",December,2017,37.12
"Atliq Exclusive",December,2017,39.72
"Atliq Exclusive",December,2017,42.91
"Atliq Exclusive",December,2017,2095.86
"Atliq Exclusive",December,2017,1985.87
"Atliq Exclusive",December,2017,2124.77
"Atliq Exclusive",December,2017,2295.85
"Atliq Exclusive",December,2017,677.71
"Atliq Exclusive",December,2017,677.05
"Atliq Exclusive",December,2017,774.61
"Atliq Exclusive",December,2017,762.28
"Atliq Exclusive",December,2017,839.72
"Atliq Exclusive",December,2017,484.08
"Atliq Exclusive",December,2017,483.61
"Atliq Exclusive",December,2017,553.29
"Atliq Exclusive",December,2017,544.49
"Atliq Exclusive",December,2017,599.80
"Atliq Exclusive",December,2017,77.45
"Atliq Exclusive",December,2017,77.38
"Atliq Exclusive",December,2017,88.53
"Atliq Exclusive",December,2017,87.12
"Atliq Exclusive",December,2017,95.97
"Atliq Exclusive",December,2017,2362.29
"Atliq Exclusive",December,2017,2359.99
"Atliq Exclusive",December,2017,2700.07
"Atliq Exclusive",December,2017,2657.10
"Atliq Exclusive",December,2017,2927.02
"Atliq Exclusive",December,2017,1311.48
"Atliq Exclusive",December,2017,1239.98
"Atliq Exclusive",December,2017,1391.82
"Atliq Exclusive",December,2017,1539.18
"Atliq Exclusive",December,2017,1583.20
"Atliq Exclusive",December,2017,1252.76
